0,0,0
2,2562.7
3,18460.9
4,36420.5
5,33064
6,22060.8
7,16686.5
8,17468.7
9,21855.4
10,25021.1
11,24339.6
12,21870
13,20518.8
14,20990.9
15,22101
16,22570.9
17,22138
18,21408.3
19,21037.7
20,21098.3
21,21235.9
22,21174
23,20929.9
24,20682.4
25,20549.7
26,20507.9
27,20468
28,20389.7
29,20291.2
30,20212.4
31,20167.9
32,20144.4
33,20124.2
34,20099.3
35,20073.6
36,20053.7
37,20041.9
38,20034.8
39,20027.7
40,20017.1
41,20003.2
42,19988.5
43,19974.9
44,19962.7
45,19949.8
46,19934.1
47,19914.7
48,19893.1
49,19872
50,19853.6
51,19837.7
52,19822.6
53,19807.5
54,19792.8
55,19780.3
56,19771.3
57,19765.3
58,19760.4
59,19754.9
60,19748.4
61,19742
62,19736.7
63,19733
64,19729.7
65,19725.5
66,19719.6
67,19712.1
68,19704
69,19695.8
70,19687.4
71,19678.6
72,19669
73,19658.8
74,19647.9
75,19636.3
76,19624.1
77,19611.5
78,19598.4
79,19584.8
80,19570.6
81,19555.9
82,19540.7
83,19525
84,19508.9
85,19492.2
86,19475.1
87,19457.7
88,19440.2
89,19422.5
90,19404.7
91,19386.9
92,19369.1
93,19351.5
94,19334.3
95,19317.5
96,19301.3
97,19285.7
98,19270.9
99,19256.9
100,19243.8
101,19231.7
102,19220.7
103,19210.9
104,19202.3
105,19195
106,19188.9
107,19183.9
108,19180
109,19177.2
110,19175.5
111,19174.7
112,19174.7
113,19175.4
114,19176.9
115,19178.9
116,19181.4
117,19184.3
118,19187.5
119,19190.8
120,19194.3
121,19197.8
122,19201.3
123,19204.6
124,19207.7
125,19210.6
126,19213.3
127,19215.8
128,19218
129,19219.9
130,19221.3
131,19222.1
132,19222.4
133,19222.3
134,19221.8
135,19221
136,19219.9
137,19218.4
138,19216.5
139,19214.3
140,19211.7
141,19208.8
142,19205.7
143,19202.4
144,19198.9
145,19195.2
146,19191.4
147,19187.5
148,19183.5
149,19179.4
150,19175.4
151,19171.3
152,19167.3
153,19163.4
154,19159.5
155,19155.7
156,19152.1
157,19148.6
158,19145.2
159,19142
160,19138.9
161,19136
162,19133.2
163,19130.7
164,19128.2
165,19126
166,19124
167,19122.1
168,19120.4
169,19118.9
170,19117.4
171,19116.2
172,19115
173,19113.9
174,19112.9
175,19112.1
176,19111.3
177,19110.7
178,19110.1
179,19109.6
180,19109.2
181,19108.9
182,19108.7
183,19108.5
184,19108.4
185,19108.4
186,19108.4
187,19108.4
188,19108.5
189,19108.6
190,19108.8
191,19109
192,19109.2
193,19109.5
194,19109.8
195,19110.1
196,19110.4
197,19110.7
198,19111.1
199,19111.5
200,19111.8
201,19112.1
202,19112.5
203,19112.8
204,19113.1
205,19113.5
206,19113.7
207,19114
208,19114.2
209,19114.4
210,19114.6
211,19114.7
212,19114.8
213,19114.8
214,19114.8
215,19114.8
216,19114.7
217,19114.5
218,19114.3
219,19114
220,19113.7
221,19113.3
222,19112.8
223,19112.3
224,19111.8
225,19111.1
226,19110.4
227,19109.6
228,19108.8
229,19107.9
230,19106.9
231,19105.9
232,19104.8
233,19103.7
234,19102.4
235,19101.2
236,19099.8
237,19098.5
238,19097
239,19095.6
240,19094.1
241,19092.5
242,19090.9
243,19089.3
244,19087.7
245,19086
246,19084.3
247,19082.6
248,19080.9
249,19079.2
250,19077.5
251,19075.7
252,19074
253,19072.3
254,19070.6
255,19069
256,19067.3
257,19065.7
258,19064.2
259,19062.6
260,19061.1
261,19059.7
262,19058.2
263,19056.9
264,19055.6
265,19054.3
266,19053.1
267,19052
268,19051
269,19050
270,19049.1
271,19048.2
272,19047.3
273,19046.5
274,19045.7
275,19045
276,19044.4
277,19043.8
278,19043.2
279,19042.7
280,19042.3
281,19041.9
282,19041.6
283,19041.3
284,19041.1
285,19040.8
286,19040.7
287,19040.6
288,19040.5
289,19040.4
290,19040.4
291,19040.4
292,19040.4
293,19040.4
294,19040.5
295,19040.6
296,19040.7
297,19040.8
298,19040.9
299,19041
300,19041.2
301,19041.3
302,19041.4
303,19041.6
304,19041.7
305,19041.8
306,19041.9
307,19042.1
308,19042.2
309,19042.3
310,19042.4
311,19042.5
312,19042.6
313,19042.6
314,19042.7
315,19042.7
316,19042.7
317,19042.8
318,19042.7
319,19042.7
320,19042.7
321,19042.6
322,19042.5
323,19042.4
324,19042.2
325,19042
326,19041.8
327,19041.6
328,19041.4
329,19041.1
330,19040.8
331,19040.4
332,19040.1
333,19039.7
334,19039.3
335,19038.9
336,19038.4
337,19038
338,19037.5
339,19037
340,19036.5
341,19035.9
342,19035.4
343,19034.8
344,19034.2
345,19033.6
346,19033
347,19032.3
348,19031.7
349,19031.1
350,19030.4
351,19029.8
352,19029.1
353,19028.4
354,19027.8
355,19027.1
356,19026.4
357,19025.8
358,19025.1
359,19024.5
360,19023.8
361,19023.2
362,19022.6
363,19022
364,19021.4
365,19020.8
366,19020.2
367,19019.6
368,19019.1
369,19018.6
370,19018.1
371,19017.6
372,19017.1
373,19016.6
374,19016.2
375,19015.8
376,19015.4
377,19015
378,19014.6
379,19014.3
380,19014
381,19013.7
382,19013.4
383,19013.1
384,19012.9
385,19012.7
386,19012.4
387,19012.3
388,19012.1
389,19012
390,19011.9
391,19011.8
392,19011.6
393,19011.5
394,19011.4
395,19011.3
396,19011.3
397,19011.2
398,19011.2
399,19011.2
400,19011.1
401,19011
402,19011
403,19010.9
404,19010.9
405,19010.9
406,19010.8
407,19010.8
408,19010.7
409,19010.7
410,19010.6
411,19010.6
412,19010.5
413,19010.4
414,19010.4
415,19010.3
416,19010.2
417,19010
418,19009.9
419,19009.7
420,19009.6
421,19009.4
422,19009.2
423,19009
424,19008.7
425,19008.5
426,19008.2
427,19007.9
428,19007.6
429,19007.3
430,19006.9
431,19006.6
432,19006.2
433,19005.8
434,19005.3
435,19004.8
436,19004.3
437,19003.8
438,19003.2
439,19002.7
440,19002
441,19001.4
442,19000.7
443,19000
444,18999.3
445,18998.5
446,18997.7
447,18996.8
448,18995.9
449,18995
450,18994
451,18992.9
452,18991.9
453,18990.7
454,18989.6
455,18988.3
456,18987
457,18985.7
458,18984.3
459,18982.8
460,18981.3
461,18979.7
462,18978
463,18976.3
464,18974.5
465,18972.5
466,18970.5
467,18968.3
468,18966.1
469,18963.8
470,18961.4
471,18959
472,18956.6
473,18954.1
474,18951.6
475,18949
476,18946.3
477,18943.5
478,18940.6
479,18937.7
480,18934.7
481,18931.5
482,18928.3
483,18925.1
484,18921.7
485,18918.2
486,18914.7
487,18911.2
488,18907.6
489,18904
490,18900.2
491,18896.5
492,18892.6
493,18888.8
494,18884.9
495,18881
496,18877.1
497,18873.2
498,18869.3
499,18865.5
500,18861.8
501,18858.2
502,18854.4
503,18850.7
504,18847.1
505,18843.6
506,18840.2
507,18837
508,18833.9
509,18830.9
510,18828.1
511,18825.5
512,18823.1
513,18820.8
514,18818.7
515,18816.8
516,18815.1
517,18813.5
518,18812.2
519,18811
520,18810
521,18809.2
522,18808.5
523,18808
524,18807.6
525,18807.4
526,18807.4
527,18807.5
528,18807.6
529,18807.8
530,18808
531,18808.2
532,18808.5
533,18808.9
534,18809.2
535,18809.5
536,18809.7
537,18809.9
538,18810.1
539,18810.2
540,18810.2
541,18810.1
542,18810
543,18809.9
544,18809.7
545,18809.5
546,18809.4
547,18809.4
548,18809.6
549,18810.2
550,18809.4
551,18809.6
552,18811.3
553,18812.1
554,18811.8
555,18813
556,18814.1
557,18814.8
558,18815.2
559,18815.2
560,18814.9
561,18813.9
562,18812.2
563,18809.8
564,18806.6
565,18802.7
566,18798.2
567,18793.3
568,18788.3
569,18784.6
570,18777.7
571,18773.9
572,18769.5
573,18765
574,18760.9
575,18757.9
576,18756
577,18754.7
578,18753.5
579,18752.4
580,18751.5
581,18751.2
582,18751.5
583,18751.5
584,18753.3
585,18753.9
586,18754.4
587,18754.9
588,18755.2
589,18755.4
590,18755.4
591,18755.6
592,18756
593,18756.1
594,18755.6
595,18754.9
596,18754.5
597,18754.6
598,18755.5
599,18756.8
600,18758.5
601,18761.3
602,18765.9
603,18771.9
604,18778.8
605,18786.1
606,18793.5
607,18801.1
608,18808.6
609,18815.7
610,18822.1
611,18827.1
612,18830.3
613,18831.2
614,18830
615,18826.8
616,18821.4
617,18814.3
618,18807.1
619,18800.2
620,18793.3
621,18785.8
622,18777.9
623,18769.8
624,18762.1
625,18754.9
626,18748.4
627,18742.5
628,18737.5
629,18730.9
630,18726.2
631,18723.3
632,18721.2
633,18719.2
634,18717.3
635,18715.9
636,18715.5
637,18716.5
638,18718.6
639,18721.6
640,18725.2
641,18729.6
642,18734.7
643,18740.8
644,18747.7
645,18755
646,18762.3
647,18769.3
648,18776
649,18782.5
650,18788.5
651,18793.8
652,18797.9
653,18800.7
654,18802.2
655,18802.7
656,18802.2
657,18800.6
658,18798.1
659,18794.6
660,18790.6
661,18786.1
662,18781.3
663,18776.3
664,18771.2
665,18766
666,18760.9
667,18756.1
668,18751.7
669,18747.7
670,18744.1
671,18740.8
672,18737.9
673,18735.4
674,18733.8
675,18733.2
676,18733.6
677,18734.9
678,18737.2
679,18740.5
680,18744.6
681,18749.4
682,18754.8
683,18760.6
684,18766.8
685,18773.2
686,18779.7
687,18786.1
688,18791.9
689,18796.9
690,18800.7
691,18803.3
692,18804.4
693,18804.1
694,18802.6
695,18800.4
696,18797.8
697,18794.1
698,18789.4
699,18783.8
700,18778.1
701,18772.5
702,18767.3
703,18762.1
704,18757.2
705,18753.5
706,18748.1
707,18744.5
708,18742.5
709,18740.8
710,18738.6
711,18736.2
712,18734.3
713,18733.4
714,18733.5
715,18734.4
716,18735.8
717,18737.2
718,18738.8
719,18740.9
720,18743.7
721,18747
722,18750.7
723,18754.8
724,18759.5
725,18764.6
726,18769.9
727,18775.3
728,18780.8
729,18786.3
730,18791.9
731,18797.1
732,18801.8
733,18805.8
734,18808.8
735,18810.7
736,18811.5
737,18811.4
738,18810.3
739,18808.2
740,18805.1
741,18801.1
742,18796.6
743,18791.8
744,18786.7
745,18781.5
746,18776.2
747,18771
748,18766
749,18762.2
750,18756.7
751,18752.7
752,18750.6
753,18747.7
754,18745.2
755,18743.2
756,18741.5
757,18740.1
758,18739.2
759,18738.7
760,18738.7
761,18739.3
762,18740.6
763,18742.4
764,18744.8
765,18747.7
766,18751.1
767,18754.7
768,18758.8
769,18763.2
770,18768
771,18773
772,18778.2
773,18783.4
774,18788.3
775,18792.9
776,18796.7
777,18799.7
778,18801.7
779,18802.7
780,18802.9
781,18802
782,18800.2
783,18797.4
784,18793.8
785,18789.7
786,18785.3
787,18780.6
788,18775.7
789,18770.9
790,18766.1
791,18761.6
792,18757.4
793,18753.6
794,18750.2
795,18747.2
796,18744.5
797,18742.1
798,18739.9
799,18738.1
800,18736.7
801,18735.7
802,18735.1
803,18735.2
804,18735.8
805,18737
806,18738.7
807,18741
808,18744
809,18747.6
810,18751.7
811,18756.3
812,18761.2
813,18766.4
814,18771.9
815,18777.7
816,18783.5
817,18789
818,18794.1
819,18798.3
820,18801.5
821,18803.4
822,18804.3
823,18804.1
824,18802.7
825,18800.1
826,18796.5
827,18792.2
828,18787.4
829,18782.3
830,18777
831,18771.6
832,18766.2
833,18761.1
834,18756.2
835,18751.9
836,18748
837,18744.6
838,18741.5
839,18738.6
840,18736
841,18733.9
842,18732.2
843,18731.1
844,18730.4
845,18730.1
846,18730.5
847,18731.4
848,18732.9
849,18734.9
850,18737.5
851,18740.8
852,18744.8
853,18749.4
854,18754.5
855,18759.9
856,18765.4
857,18771.1
858,18777.1
859,18783.1
860,18788.8
861,18794.2
862,18798.7
863,18802.1
864,18804.4
865,18805.4
866,18805.3
867,18804.2
868,18802
869,18798.6
870,18794.4
871,18789.7
872,18784.6
873,18779.3
874,18773.9
875,18768.5
876,18763.2
877,18758.1
878,18753.3
879,18749.1
880,18745.2
881,18741.7
882,18738.6
883,18735.8
884,18733.4
885,18731.4
886,18730
887,18729.1
888,18728.9
889,18729.4
890,18730.6
891,18732.4
892,18734.9
893,18738.2
894,18742.1
895,18746.7
896,18751.8
897,18757.1
898,18762.7
899,18768.5
900,18774.4
901,18780.4
902,18786.1
903,18791.3
904,18795.6
905,18798.7
906,18800.6
907,18801.5
908,18801.3
909,18800
910,18797.6
911,18794.2
912,18790.1
913,18785.6
914,18780.7
915,18775.6
916,18770.5
917,18765.4
918,18760.4
919,18755.8
920,18751.6
921,18747.7
922,18744.3
923,18741.1
924,18738.2
925,18735.6
926,18733.5
927,18731.9
928,18730.7
929,18730.1
930,18730.2
931,18730.9
932,18732.3
933,18734.3
934,18736.9
935,18740.3
936,18744.4
937,18749.2
938,18754.3
939,18759.8
940,18765.4
941,18771.3
942,18777.4
943,18783.4
944,18789.2
945,18794.3
946,18798.6
947,18801.6
948,18803.5
949,18804.1
950,18803.8
951,18802.3
952,18799.6
953,18796
954,18791.6
955,18786.8
956,18781.7
957,18776.4
958,18771
959,18765.7
960,18760.5
961,18755.7
962,18751.3
963,18747.5
964,18744
965,18740.8
966,18737.8
967,18735.3
968,18733.3
969,18731.7
970,18730.5
971,18729.9
972,18730
973,18730.7
974,18732.1
975,18734.1
976,18736.6
977,18739.8
978,18743.8
979,18748.4
980,18753.5
981,18758.8
982,18764.4
983,18770.1
984,18776.1
985,18782.1
986,18787.9
987,18793.1
988,18797.6
989,18801
990,18803.2
991,18804.2
992,18804.1
993,18803
994,18800.8
995,18797.5
996,18793.4
997,18788.8
998,18783.8
999,18778.7
1000,18773.4
